                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.65876,                0.54782,                 1.1936,                0.99171,                 0.9789,                0.99084,                 0.8909,                 0.5181,                0.36716,                 1.0101,             0.00084184,             0.00084184,             0.00084184
                    153,                0.71886,                0.54905,                 1.1881,                0.90664,                0.89497,                0.98101,                0.86305,                0.53364,                 0.4977,                0.99833,             0.00083633,             0.00083633,             0.00083633
                    154,                 0.6753,                0.50631,                 1.1784,                0.97529,                0.97362,                0.98979,                 0.8854,                0.52355,                0.37641,                 1.0091,             0.00083083,             0.00083083,             0.00083083
                    155,                0.71626,                0.52923,                 1.2119,                 0.9897,                0.97693,                0.98909,                 0.8661,                0.59439,                0.37343,                 1.0188,             0.00082533,             0.00082533,             0.00082533
                    156,                0.71854,                0.51621,                 1.1949,                0.97444,                0.91873,                0.98842,                 0.8743,                0.57333,                0.46733,                 1.0334,             0.00081983,             0.00081983,             0.00081983
                    157,                  0.717,                0.56447,                 1.2139,                 0.9209,                0.90585,                0.97978,                 0.8681,                0.54439,                0.46323,                 1.0094,             0.00081433,             0.00081433,             0.00081433
                    158,                0.65088,                0.50686,                 1.1755,                0.94157,                0.95869,                0.98671,                0.88634,                 0.5266,                0.41714,                0.98503,             0.00080883,             0.00080883,             0.00080883
                    159,                0.62439,                0.48217,                 1.1347,                0.96952,                0.97571,                0.98949,                0.88114,                0.50577,                0.44598,                0.98445,             0.00080333,             0.00080333,             0.00080333
                    160,                0.66525,                0.52819,                 1.1775,                 0.8858,                0.92467,                0.98655,                0.88709,                0.48941,                0.56186,                0.97858,             0.00079783,             0.00079783,             0.00079783
                    161,                0.69858,                0.56426,                 1.2057,                0.77896,                0.93123,                 0.9565,                0.83921,                0.53682,                 0.6697,                0.99971,             0.00079233,             0.00079233,             0.00079233
                    162,                0.73698,                 0.5656,                 1.2153,                0.69816,                0.90903,                0.87283,                0.75691,                0.56984,                0.79537,                 1.0413,             0.00078682,             0.00078682,             0.00078682
                    163,                0.70117,                0.53219,                 1.1801,                0.98365,                0.96549,                0.98887,                0.88048,                0.52951,                0.41613,                0.99323,             0.00078132,             0.00078132,             0.00078132
                    164,                0.65604,                0.49756,                 1.1478,                0.95954,                 0.9344,                0.98549,                0.84361,                0.62158,                0.44103,                 1.0233,             0.00077582,             0.00077582,             0.00077582
                    165,                0.70139,                0.50384,                 1.1731,                0.89552,                 0.9041,                0.96478,                0.85038,                0.52074,                0.49569,                0.98705,             0.00077032,             0.00077032,             0.00077032
                    166,                0.63617,                0.49777,                 1.1595,                 0.9272,                0.91524,                0.97592,                 0.8574,                0.56498,                0.51223,                 0.9988,             0.00076482,             0.00076482,             0.00076482
                    167,                0.68173,                0.48544,                 1.1682,                0.95927,                0.94383,                0.98851,                0.88492,                0.51648,                0.42324,                0.99214,             0.00075932,             0.00075932,             0.00075932
                    168,                 0.7101,                0.50379,                 1.2115,                0.81574,                0.92515,                0.95791,                0.82743,                0.60765,                 0.5245,                 1.0483,             0.00075382,             0.00075382,             0.00075382
                    169,                0.67902,                 0.5005,                  1.185,                0.91793,                0.89543,                 0.9753,                0.85589,                0.54047,                0.44956,                 1.0103,             0.00074832,             0.00074832,             0.00074832
                    170,                0.68442,                0.48656,                 1.2117,                0.91174,                0.93261,                0.98855,                0.88208,                 0.5295,                0.43303,                0.99461,             0.00074282,             0.00074282,             0.00074282
                    171,                 0.6411,                0.49278,                 1.1397,                0.89325,                0.93306,                0.98785,                0.89346,                0.50016,                0.46458,                0.96842,             0.00073731,             0.00073731,             0.00073731
                    172,                0.65738,                0.51037,                  1.176,                0.95679,                0.95993,                0.98749,                 0.8998,                0.48615,                0.38725,                 0.9692,             0.00073181,             0.00073181,             0.00073181
                    173,                0.67694,                0.53412,                 1.1894,                 0.9767,                0.98171,                0.98887,                0.90077,                0.48899,                0.35586,                0.96607,             0.00072631,             0.00072631,             0.00072631
                    174,                0.63117,                0.49869,                  1.156,                0.86773,                0.93828,                0.98592,                 0.8832,                0.51683,                0.50841,                0.98296,             0.00072081,             0.00072081,             0.00072081
                    175,                0.64841,                0.51865,                 1.1643,                0.98217,                0.97301,                0.99089,                0.90028,                0.49804,                0.33931,                0.96413,             0.00071531,             0.00071531,             0.00071531
                    176,                0.63481,                0.47653,                 1.1594,                0.96061,                0.94745,                0.98444,                0.88438,                0.52118,                0.42046,                 1.0007,             0.00070981,             0.00070981,             0.00070981
                    177,                0.67576,                0.51782,                 1.1837,                0.95029,                0.92323,                0.97368,                0.83573,                0.59884,                0.48045,                  1.058,             0.00070431,             0.00070431,             0.00070431
                    178,                0.61347,                0.48145,                 1.1451,                0.93318,                0.96192,                 0.9895,                0.90037,                0.48743,                0.38296,                0.97885,             0.00069881,             0.00069881,             0.00069881
                    179,                0.62715,                0.48974,                 1.1315,                0.98757,                0.96266,                0.98948,                0.90055,                0.49219,                0.35569,                0.97457,             0.00069331,             0.00069331,             0.00069331
                    180,                0.58875,                0.46297,                 1.1431,                0.98776,                0.96418,                0.99083,                0.90554,                0.46415,                0.33172,                0.97329,              0.0006878,              0.0006878,              0.0006878
                    181,                0.58116,                 0.4585,                 1.1169,                0.98781,                0.98842,                0.99091,                0.90389,                0.47408,                0.32754,                0.96238,              0.0006823,              0.0006823,              0.0006823
                    182,                0.63749,                0.50214,                 1.1666,                0.95855,                0.97569,                0.98898,                0.89073,                0.50991,                0.36029,                0.98468,              0.0006768,              0.0006768,              0.0006768
                    183,                0.70407,                0.51747,                 1.1924,                 0.8784,                0.46735,                0.56762,                0.43119,                 1.7832,                 2.2311,                 1.9807,              0.0006713,              0.0006713,              0.0006713
                    184,                0.66851,                0.50937,                  1.176,                0.79823,                0.76514,                0.81193,                0.63241,                0.96422,                 1.0825,                 1.3675,              0.0006658,              0.0006658,              0.0006658
                    185,                0.65481,                0.49994,                 1.1697,                0.98817,                0.97682,                0.99053,                0.90019,                0.46718,                0.37358,                0.95022,              0.0006603,              0.0006603,              0.0006603
                    186,                0.65978,                0.51559,                 1.1636,                0.92932,                0.92669,                 0.9875,                0.87947,                0.52141,                 0.4464,                0.97491,              0.0006548,              0.0006548,              0.0006548
                    187,                0.61482,                0.47393,                 1.1313,                0.88049,                0.94136,                0.98903,                0.88743,                0.51304,                0.44979,                0.97626,              0.0006493,              0.0006493,              0.0006493
                    188,                 0.6446,                 0.4744,                 1.1383,                0.97089,                0.96512,                0.98824,                0.86456,                0.58184,                0.38788,                 1.0021,              0.0006438,              0.0006438,              0.0006438
                    189,                0.64595,                0.49077,                 1.1548,                0.99482,                0.98516,                0.99078,                0.89582,                0.53039,                 0.3356,                0.97029,             0.00063829,             0.00063829,             0.00063829
                    190,                0.63604,                0.47068,                   1.15,                0.97157,                0.98378,                0.99105,                0.90857,                0.48123,                0.32903,                0.94599,             0.00063279,             0.00063279,             0.00063279
                    191,                0.59073,                0.45437,                 1.1244,                0.98335,                0.97948,                0.99027,                0.91146,                0.47314,                0.31878,                0.94617,             0.00062729,             0.00062729,             0.00062729
                    192,                 0.6037,                0.48491,                 1.1291,                0.98608,                0.95569,                 0.9885,                0.89623,                0.48488,                0.34696,                0.95163,             0.00062179,             0.00062179,             0.00062179
                    193,                0.58465,                0.45408,                 1.1334,                0.98845,                0.96223,                0.98975,                0.89866,                 0.4617,                0.32839,                0.93917,             0.00061629,             0.00061629,             0.00061629
                    194,                0.61942,                0.46917,                 1.1479,                0.97804,                0.98225,                  0.991,                 0.9121,                0.45041,                0.34409,                 0.9357,             0.00061079,             0.00061079,             0.00061079
                    195,                0.55776,                0.43661,                 1.0931,                0.97965,                 0.9859,                0.99102,                0.91417,                0.43552,                0.32397,                0.93067,             0.00060529,             0.00060529,             0.00060529
                    196,                0.60616,                0.46831,                 1.1335,                0.98764,                0.97247,                 0.9907,                0.90419,                0.45251,                0.33041,                0.93919,             0.00059979,             0.00059979,             0.00059979
                    197,                0.61294,                0.45313,                 1.1382,                0.98615,                0.96052,                 0.9906,                0.91262,                 0.4417,                0.33332,                0.93074,             0.00059429,             0.00059429,             0.00059429
                    198,                0.58748,                 0.4504,                 1.1255,                0.98741,                0.97134,                0.99076,                0.91782,                0.43213,                0.31452,                0.93022,             0.00058878,             0.00058878,             0.00058878
                    199,                0.53942,                0.42831,                 1.0775,                0.99569,                0.98734,                0.99114,                0.93028,                0.40619,                0.28334,                0.91541,             0.00058328,             0.00058328,             0.00058328
                    200,                0.53528,                0.39365,                 1.0738,                0.97017,                0.96177,                0.99066,                0.91533,                0.44484,                0.32631,                0.92598,             0.00057778,             0.00057778,             0.00057778
                    201,                0.56689,                0.41078,                 1.0794,                 0.9702,                0.96916,                0.99081,                0.90989,                0.44632,                0.33472,                0.93207,             0.00057228,             0.00057228,             0.00057228
                    202,                0.57181,                0.41223,                 1.0968,                0.99929,                0.98864,                0.99136,                0.91946,                0.42648,                0.29863,                0.93157,             0.00056678,             0.00056678,             0.00056678
                    203,                0.58861,                0.41869,                 1.1024,                 0.9916,                 0.9893,                0.99168,                0.92269,                0.43905,                0.29748,                0.93128,             0.00056128,             0.00056128,             0.00056128
                    204,                0.59119,                0.46427,                 1.1134,                0.95774,                0.96875,                0.98972,                0.89878,                0.49816,                0.35988,                0.97095,             0.00055578,             0.00055578,             0.00055578
                    205,                0.62419,                0.46345,                 1.1265,                0.99763,                0.98225,                0.99131,                0.91747,                0.44224,                0.30542,                0.93962,             0.00055028,             0.00055028,             0.00055028
                    206,                0.56129,                0.42059,                 1.0787,                0.99499,                0.98855,                0.99134,                0.92427,                0.41143,                 0.2923,                0.91184,             0.00054478,             0.00054478,             0.00054478
                    207,                0.59482,                0.44806,                  1.124,                0.99286,                0.98099,                0.99125,                 0.9202,                 0.4447,                0.29121,                0.92654,             0.00053927,             0.00053927,             0.00053927
                    208,                0.61218,                0.43061,                 1.1148,                0.99565,                0.98917,                 0.9914,                0.91464,                0.43088,                0.28808,                0.92212,             0.00053377,             0.00053377,             0.00053377
                    209,                0.59519,                0.43382,                 1.1041,                0.99093,                0.98793,                0.99119,                 0.9156,                0.44125,                0.29694,                0.92279,             0.00052827,             0.00052827,             0.00052827
                    210,                0.58457,                0.43647,                 1.0962,                0.99158,                 0.9893,                0.99122,                0.90115,                0.46888,                0.29703,                0.92636,             0.00052277,             0.00052277,             0.00052277
                    211,                0.55179,                0.39976,                 1.0777,                0.99527,                 0.9868,                0.99131,                0.92654,                0.41311,                0.28366,                0.91315,             0.00051727,             0.00051727,             0.00051727
                    212,                0.56433,                0.39697,                  1.097,                 0.9956,                0.99092,                0.99134,                0.93223,                0.39436,                0.27056,                0.90569,             0.00051177,             0.00051177,             0.00051177
                    213,                0.58026,                  0.415,                 1.1359,                0.99869,                0.98815,                0.99111,                0.91826,                0.43654,                0.29724,                0.91724,             0.00050627,             0.00050627,             0.00050627
                    214,                0.54567,                0.40211,                 1.0824,                0.95861,                0.94861,                0.98839,                0.91032,                0.43024,                 0.3368,                0.91657,             0.00050077,             0.00050077,             0.00050077
                    215,                0.57768,                0.40507,                 1.0816,                0.97011,                0.95314,                0.98998,                0.92021,                0.40242,                0.30302,                0.90828,             0.00049527,             0.00049527,             0.00049527
                    216,                0.56668,                0.44757,                 1.1063,                0.99519,                0.98238,                0.99181,                0.92864,                0.39966,                 0.2898,                0.91311,             0.00048976,             0.00048976,             0.00048976
                    217,                0.56573,                0.44044,                 1.1039,                0.98237,                0.97582,                0.99134,                 0.9304,                0.39639,                0.29857,                0.90898,             0.00048426,             0.00048426,             0.00048426
                    218,                0.54102,                0.42698,                 1.0623,                0.99632,                  0.988,                0.99169,                0.93345,                0.40609,                0.28056,                0.91069,             0.00047876,             0.00047876,             0.00047876
                    219,                0.56062,                0.41851,                 1.0795,                0.97591,                0.95837,                0.99053,                0.93553,                0.39396,                 0.3109,                0.90708,             0.00047326,             0.00047326,             0.00047326
                    220,                0.59796,                0.42906,                 1.1062,                 0.9856,                 0.9874,                0.99146,                0.92937,                 0.4085,                0.27902,                0.90726,             0.00046776,             0.00046776,             0.00046776
                    221,                0.56635,                0.40053,                 1.0608,                0.98598,                0.97617,                0.99098,                0.92105,                0.41384,                0.29572,                0.91338,             0.00046226,             0.00046226,             0.00046226
                    222,                0.55916,                0.42771,                 1.1071,                0.99154,                0.98565,                 0.9916,                0.92524,                0.41297,                0.28096,                0.91734,             0.00045676,             0.00045676,             0.00045676
                    223,                0.57573,                0.42079,                 1.0864,                0.99738,                 0.9893,                0.99151,                0.91001,                0.46077,                0.28223,                0.93132,             0.00045126,             0.00045126,             0.00045126
                    224,                0.57564,                0.42864,                 1.0971,                0.99725,                0.98955,                0.99121,                0.93688,                0.38621,                0.28138,                0.89994,             0.00044576,             0.00044576,             0.00044576
                    225,                0.56544,                0.42746,                 1.0939,                0.99366,                0.98668,                0.99132,                0.93388,                 0.3832,                0.27833,                0.90601,             0.00044025,             0.00044025,             0.00044025
                    226,                0.57494,                 0.4245,                 1.0817,                0.99264,                0.98739,                0.99138,                0.91838,                 0.4478,                0.28977,                0.92635,             0.00043475,             0.00043475,             0.00043475
                    227,                 0.5395,                0.38522,                 1.0628,                 0.9966,                0.98813,                0.99177,                0.92918,                0.43818,                 0.2873,                0.91819,             0.00042925,             0.00042925,             0.00042925
                    228,                0.52352,                0.39712,                 1.0556,                0.99427,                0.98381,                0.99149,                0.92295,                0.41438,                0.28312,                0.91825,             0.00042375,             0.00042375,             0.00042375
                    229,                0.54365,                0.40627,                 1.0611,                0.99834,                0.98284,                0.99149,                0.94334,                0.37115,                0.25837,                0.89063,             0.00041825,             0.00041825,             0.00041825
                    230,                0.53856,                 0.3962,                  1.064,                0.99178,                0.98586,                0.99114,                0.92816,                0.39692,                0.27404,                0.90137,             0.00041275,             0.00041275,             0.00041275
                    231,                0.53382,                0.39873,                 1.0851,                0.99346,                0.98225,                0.99096,                0.92337,                0.40175,                0.28462,                0.91097,             0.00040725,             0.00040725,             0.00040725
                    232,                0.51268,                0.38314,                 1.0668,                0.99739,                0.97967,                0.99124,                0.93066,                0.38457,                 0.2675,                 0.9006,             0.00040175,             0.00040175,             0.00040175
                    233,                0.53656,                0.37911,                 1.0743,                0.99103,                 0.9893,                0.99152,                0.92864,                0.40416,                0.26287,                0.90983,             0.00039625,             0.00039625,             0.00039625
                    234,                0.55395,                0.39115,                 1.0705,                0.98394,                 0.9893,                0.99143,                0.93116,                0.41658,                0.26793,                0.91475,             0.00039074,             0.00039074,             0.00039074
                    235,                0.55321,                0.39286,                 1.0805,                0.98927,                0.98659,                0.99138,                 0.9339,                0.38439,                0.27194,                0.89968,             0.00038524,             0.00038524,             0.00038524
                    236,                0.54155,                0.37995,                 1.0679,                 0.9934,                0.98175,                 0.9914,                0.92754,                0.40934,                0.27744,                0.90034,             0.00037974,             0.00037974,             0.00037974
                    237,                0.51596,                0.38241,                 1.0603,                0.96405,                0.97477,                0.99061,                0.93513,                0.40655,                0.29599,                 0.9036,             0.00037424,             0.00037424,             0.00037424
                    238,                0.52025,                 0.4019,                  1.064,                0.97022,                 0.9686,                0.99051,                 0.9345,                0.38893,                0.29064,                0.89966,             0.00036874,             0.00036874,             0.00036874
                    239,                0.51516,                0.38298,                 1.0687,                0.97697,                0.98476,                0.99177,                0.93879,                0.38796,                0.26917,                0.90009,             0.00036324,             0.00036324,             0.00036324
                    240,                0.52821,                0.40478,                 1.0559,                0.99759,                0.98974,                0.99182,                0.93441,                0.38165,                 0.2597,                0.90001,             0.00035774,             0.00035774,             0.00035774
                    241,                0.51893,                0.36372,                 1.0663,                0.98748,                0.98657,                0.99177,                0.94115,                0.37514,                 0.2606,                0.89262,             0.00035224,             0.00035224,             0.00035224
                    242,                0.53292,                0.38291,                 1.0621,                0.99173,                0.97335,                0.99139,                0.92285,                0.41076,                0.28468,                0.90366,             0.00034674,             0.00034674,             0.00034674
                    243,                 0.5027,                0.36853,                 1.0548,                0.98686,                0.98628,                 0.9914,                0.93186,                0.39486,                0.28472,                 0.8955,             0.00034123,             0.00034123,             0.00034123
                    244,                0.51414,                0.37675,                 1.0449,                0.98649,                0.97308,                0.99133,                0.92887,                0.40805,                0.29145,                 0.9007,             0.00033573,             0.00033573,             0.00033573
                    245,                0.53194,                0.37783,                 1.0508,                0.97966,                0.97605,                 0.9913,                0.94032,                0.37559,                0.27771,                0.88793,             0.00033023,             0.00033023,             0.00033023
                    246,                 0.5093,                0.37606,                 1.0633,                0.99485,                0.98272,                0.99158,                0.94151,                0.35212,                0.25184,                 0.8802,             0.00032473,             0.00032473,             0.00032473
                    247,                0.50869,                0.36303,                 1.0461,                0.99949,                 0.9864,                0.99145,                0.94031,                0.36419,                0.24751,                 0.8867,             0.00031923,             0.00031923,             0.00031923
                    248,                0.50149,                0.36217,                 1.0362,                0.99833,                 0.9859,                0.99123,                0.93891,                0.37904,                0.25744,                0.88795,             0.00031373,             0.00031373,             0.00031373
                    249,                 0.5007,                0.35876,                 1.0487,                0.99468,                 0.9859,                0.99136,                0.94241,                0.37843,                0.25025,                0.89087,             0.00030823,             0.00030823,             0.00030823
                    250,                0.48072,                 0.3686,                 1.0246,                0.99961,                 0.9858,                 0.9917,                0.94205,                0.36667,                0.24143,                 0.8869,             0.00030273,             0.00030273,             0.00030273
                    251,                0.50763,                0.37107,                  1.045,                0.99899,                0.98825,                0.99212,                0.93207,                0.38592,                0.24853,                0.89481,             0.00029723,             0.00029723,             0.00029723
                    252,                 0.5086,                0.35781,                 1.0538,                0.99726,                0.98565,                0.99235,                0.94808,                0.36054,                0.25081,                0.88897,             0.00029172,             0.00029172,             0.00029172
                    253,                0.49454,                0.36941,                 1.0344,                0.99863,                0.98528,                0.99242,                0.95342,                0.35045,                0.24413,                0.88433,             0.00028622,             0.00028622,             0.00028622
                    254,                0.50065,                0.35696,                 1.0465,                      1,                0.98855,                0.99246,                 0.9477,                0.36696,                0.24665,                0.89241,             0.00028072,             0.00028072,             0.00028072
                    255,                 0.4955,                0.36168,                 1.0508,                 0.9958,                0.98816,                0.99208,                0.94242,                0.37228,                0.25001,                 0.8881,             0.00027522,             0.00027522,             0.00027522
                    256,                0.48922,                0.35993,                  1.027,                0.99268,                0.98647,                0.99166,                0.94313,                0.35266,                0.25267,                0.88144,             0.00026972,             0.00026972,             0.00026972
                    257,                0.50375,                0.36482,                 1.0617,                0.99268,                0.98519,                0.99139,                0.94448,                 0.3428,                0.24456,                 0.8754,             0.00026422,             0.00026422,             0.00026422
                    258,                0.48836,                0.36295,                 1.0353,                0.99522,                0.98599,                0.99158,                0.94972,                0.32712,                0.24142,                0.87087,             0.00025872,             0.00025872,             0.00025872
                    259,                0.47167,                0.33969,                 1.0221,                0.99354,                0.98944,                0.99166,                0.95198,                 0.3345,                0.23723,                 0.8723,             0.00025322,             0.00025322,             0.00025322
                    260,                0.47609,                0.34572,                 1.0128,                0.99577,                 0.9895,                0.99185,                0.95015,                0.34083,                0.24171,                0.87027,             0.00024772,             0.00024772,             0.00024772
                    261,                0.49273,                0.36362,                 1.0236,                0.99959,                0.99005,                0.99208,                0.94533,                0.36116,                0.24202,                0.87945,             0.00024222,             0.00024222,             0.00024222
                    262,                0.53148,                0.38987,                 1.0471,                0.99653,                 0.9875,                 0.9921,                0.95261,                0.33701,                0.24126,                0.87244,             0.00023671,             0.00023671,             0.00023671
                    263,                0.47602,                0.36066,                 1.0204,                0.99038,                 0.9893,                0.99208,                0.94989,                0.33372,                0.24643,                0.87209,             0.00023121,             0.00023121,             0.00023121
                    264,                0.50816,                0.39647,                 1.0412,                0.99661,                0.99071,                0.99191,                0.94583,                0.34873,                0.24121,                0.88443,             0.00022571,             0.00022571,             0.00022571
                    265,                0.49838,                0.38048,                 1.0452,                0.99142,                0.98893,                0.99139,                0.94913,                0.33747,                0.24209,                0.87527,             0.00022021,             0.00022021,             0.00022021
                    266,                0.49995,                0.36835,                 1.0353,                0.96414,                0.95779,                0.98903,                0.94477,                0.35332,                 0.2884,                0.87712,             0.00021471,             0.00021471,             0.00021471
                    267,                0.48394,                0.36446,                 1.0326,                 0.9341,                 0.9524,                  0.988,                0.93719,                0.34528,                0.31434,                0.88066,             0.00020921,             0.00020921,             0.00020921
                    268,                0.45859,                0.34727,                 1.0098,                0.96586,                0.96528,                0.99065,                0.94225,                0.36582,                0.28799,                0.88357,             0.00020371,             0.00020371,             0.00020371
                    269,                0.45335,                0.33941,                 1.0064,                0.99508,                0.98655,                0.99163,                0.94638,                0.35647,                0.24152,                0.88041,             0.00019821,             0.00019821,             0.00019821
                    270,                0.48722,                 0.3653,                 1.0212,                0.99852,                0.98994,                0.99177,                0.95587,                0.32571,                0.22789,                0.87171,             0.00019271,             0.00019271,             0.00019271
                    271,                0.44394,                0.33007,                 1.0036,                0.99739,                0.98968,                 0.9918,                0.95817,                0.31835,                 0.2236,                0.86771,              0.0001872,              0.0001872,              0.0001872
                    272,                 0.4716,                 0.3349,                 1.0145,                0.99596,                0.98982,                0.99201,                0.95732,                0.32871,                0.22565,                0.87295,              0.0001817,              0.0001817,              0.0001817
                    273,                0.45814,                0.33728,                0.99704,                0.99547,                 0.9893,                0.99204,                0.95854,                0.31446,                0.21943,                0.87192,              0.0001762,              0.0001762,              0.0001762
                    274,                0.46361,                0.34329,                  1.017,                0.99826,                 0.9893,                0.99198,                 0.9576,                0.31826,                0.22001,                0.87161,              0.0001707,              0.0001707,              0.0001707
                    275,                0.48284,                0.35512,                 1.0502,                0.99558,                0.98979,                0.99189,                0.95876,                0.31832,                0.21823,                0.86902,              0.0001652,              0.0001652,              0.0001652
                    276,                0.45319,                0.33522,                 1.0083,                0.99353,                0.98647,                0.99176,                0.95592,                0.33614,                0.22849,                0.87158,              0.0001597,              0.0001597,              0.0001597
                    277,                0.46012,                0.33337,                 0.9997,                0.97892,                0.97105,                0.99169,                0.95166,                0.33474,                0.24126,                0.87146,              0.0001542,              0.0001542,              0.0001542
                    278,                0.47493,                0.35032,                 1.0412,                0.97262,                0.97105,                0.99173,                0.95921,                0.32174,                0.24369,                0.86749,              0.0001487,              0.0001487,              0.0001487
                    279,                0.45928,                0.35634,                 1.0153,                0.98029,                0.97854,                0.99174,                0.95557,                0.32112,                0.23556,                0.86624,              0.0001432,              0.0001432,              0.0001432
                    280,                0.44725,                0.33579,                 1.0019,                0.98912,                 0.9832,                0.99181,                0.96214,                0.31355,                0.23182,                0.86202,             0.00013769,             0.00013769,             0.00013769
                    281,                0.48146,                0.34133,                 1.0316,                 0.9927,                0.98637,                0.99192,                 0.9599,                0.31712,                0.23049,                0.86239,             0.00013219,             0.00013219,             0.00013219
                    282,                0.46528,                0.34977,                 1.0358,                0.99193,                0.98741,                0.99201,                 0.9624,                0.31346,                0.22188,                0.86166,             0.00012669,             0.00012669,             0.00012669
                    283,                0.43267,                0.32061,                0.99778,                0.99575,                 0.9872,                0.99208,                   0.96,                0.32508,                0.22079,                0.86749,             0.00012119,             0.00012119,             0.00012119
                    284,                0.45438,                0.34817,                 1.0029,                0.99545,                0.98674,                0.99207,                0.95633,                0.33046,                 0.2245,                0.87204,             0.00011569,             0.00011569,             0.00011569
                    285,                0.47229,                0.32701,                 1.0252,                0.99524,                0.98652,                0.99205,                0.95865,                 0.3165,                 0.2172,                0.86516,             0.00011019,             0.00011019,             0.00011019
                    286,                0.45518,                0.33013,                 1.0276,                0.99494,                0.98593,                0.99199,                0.96187,                0.30933,                0.22067,                0.86007,             0.00010469,             0.00010469,             0.00010469
                    287,                 0.4384,                0.31568,                 1.0052,                0.99438,                0.98346,                0.99191,                0.95888,                0.31349,                0.22128,                0.86317,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    288,                0.43151,                0.31893,                 1.0091,                0.99066,                0.98531,                0.99198,                0.96076,                0.30998,                0.22251,                0.86081,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    289,                0.44132,                0.31512,                 1.0188,                0.99118,                0.98706,                0.99202,                0.95936,                 0.3109,                0.21729,                0.86288,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    290,                0.42462,                0.31602,                 1.0057,                0.99794,                0.98312,                0.99204,                0.96241,                0.31261,                0.21562,                0.86636,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    291,                0.38824,                0.30345,                0.93557,                0.99166,                0.98788,                0.99194,                0.95907,                0.31503,                0.21876,                0.86768,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    292,                0.38585,                0.32052,                0.92667,                0.99534,                0.99066,                0.99193,                0.95793,                0.31889,                0.22183,                0.86453,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    293,                0.37712,                 0.2707,                0.92545,                      1,                0.98998,                0.99197,                0.95839,                0.31751,                0.22182,                0.85863,              6.618e-05,              6.618e-05,              6.618e-05
                    294,                0.37687,                0.28302,                0.91044,                0.99861,                0.99069,                0.99196,                0.95778,                0.32411,                0.22102,                0.85797,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    295,                0.34999,                0.27271,                 0.9101,                0.99874,                0.99079,                0.99189,                0.95565,                0.32664,                 0.2215,                0.85736,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    296,                0.36683,                0.26658,                0.91667,                0.99929,                0.99117,                  0.992,                0.95782,                0.32072,                 0.2243,                0.85426,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    297,                0.36243,                0.27788,                0.91595,                0.99949,                0.99126,                0.99207,                0.95639,                0.32138,                0.22353,                0.85512,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    298,                0.33968,                0.28579,                0.91541,                 0.9983,                0.98872,                0.99215,                 0.9534,                0.33029,                 0.2243,                0.85717,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    299,                0.37693,                0.26738,                0.91655,                0.99797,                0.98861,                0.99219,                0.95255,                0.33335,                0.22597,                0.85767,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    300,                0.35524,                0.27533,                0.91472,                0.99768,                0.98859,                0.99216,                0.95167,                0.32453,                0.21859,                0.85466,             2.7672e-05,             2.7672e-05,             2.7672e-05
